ID,City,Gender,Product Line,Tax 5%,Total,Date,Payment,COGS,Gross Margin Percentage,Gross Income,Rating
972,St. Louis,Male,Home and lifestyle,12.9185,271.2885,2/10/2019,Ewallet,258.37,4.761904762,12.9185,6.7
973,St. Louis,Male,Electronic accessories,30.478,640.038,1/26/2019,Cash,609.56,4.761904762,30.478,5.5
974,Texas,Male,Home and lifestyle,12.012,252.252,2/11/2019,Cash,240.24,4.761904762,12.012,5.4
975,Phoenix,Male,Fashion accessories,8.613,180.873,2/7/2019,Cash,172.26,4.761904762,8.613,8.2
976,St. Louis,Male,Fashion accessories,4.992,104.832,3/6/2019,Credit card,99.84,4.761904762,4.992,7
977,Texas,Female,Food and beverages,14.932,313.572,3/4/2019,Cash,298.64,4.761904762,14.932,8.5
978,St. Louis,Male,Food and beverages,7.98,167.58,2/26/2019,Ewallet,159.6,4.761904762,7.98,4.9
979,St. Louis,Female,Electronic accessories,1.2725,26.7225,3/10/2019,Credit card,25.45,4.761904762,1.2725,5.1
980,St. Louis,Female,Food and beverages,3.3885,71.1585,2/4/2019,Credit card,67.77,4.761904762,3.3885,6.5
981,Phoenix,Male,Food and beverages,11.918,250.278,1/19/2019,Cash,238.36,4.761904762,11.918,9.8
982,Texas,Male,Health and beauty,11.63,244.23,1/23/2019,Cash,232.6,4.761904762,11.63,8.4
983,Texas,Female,Sports and travel,43.866,921.186,3/14/2019,Ewallet,877.32,4.761904762,43.866,7.4
984,Phoenix,Male,Health and beauty,34.986,734.706,1/23/2019,Cash,699.72,4.761904762,34.986,6.1
985,Phoenix,Male,Electronic accessories,33.7295,708.3195,1/9/2019,Cash,674.59,4.761904762,33.7295,6
986,St. Louis,Female,Fashion accessories,15.9275,334.4775,2/7/2019,Ewallet,318.55,4.761904762,15.9275,8.5
987,St. Louis,Female,Health and beauty,1.476,30.996,2/18/2019,Ewallet,29.52,4.761904762,1.476,4.3
988,St. Louis,Male,Health and beauty,24.8,520.8,1/3/2019,Credit card,496,4.761904762,24.8,6.2
989,Phoenix,Male,Electronic accessories,41.17,864.57,3/29/2019,Ewallet,823.4,4.761904762,41.17,4.3
990,St. Louis,Male,Health and beauty,30.148,633.108,1/28/2019,Credit card,602.96,4.761904762,30.148,8.4
991,Texas,Female,Food and beverages,14.14,296.94,3/22/2019,Credit card,282.8,4.761904762,14.14,4.5
992,St. Louis,Female,Sports and travel,38.3,804.3,1/24/2019,Cryptocurrency,766,4.761904762,38.3,6
993,Texas,Male,Electronic accessories,5.803,121.863,3/10/2019,Cryptocurrency,116.06,4.761904762,5.803,8.8
994,St. Louis,Male,Fashion accessories,8.745,183.645,2/22/2019,Cryptocurrency,174.9,4.761904762,8.745,6.6
995,Phoenix,Female,Electronic accessories,3.0475,63.9975,2/18/2019,Cryptocurrency,60.95,4.761904762,3.0475,5.9
996,Phoenix,Male,Health and beauty,2.0175,42.3675,1/29/2019,Cryptocurrency,40.35,4.761904762,2.0175,6.2
997,St. Louis,Female,Home and lifestyle,48.69,1022.49,3/2/2019,Cryptocurrency,973.8,4.761904762,48.69,4.4
998,Texas,Male,Food and beverages,1.592,33.432,2/9/2019,Cash,31.84,4.761904762,1.592,7.7
999,Texas,Male,Home and lifestyle,3.291,69.111,2/22/2019,Cash,65.82,4.761904762,3.291,4.1
1000,Texas,Female,Fashion accessories,30.919,649.299,2/18/2019,Cash,618.38,4.761904762,30.919,6.6
